Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
Nasdaq,ICON,"Iconix Brand Group, Inc.",8.59,$482.13M,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
Nasdaq,ICUI,"ICU Medical, Inc.",126.98,$2.05B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
Nasdaq,IDXX,"IDEXX Laboratories, Inc.",114.09,$10.22B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
Nasdaq,DSKY,iDreamSky Technology Limited,13.84,$627.02M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky
Nasdaq,IRG,"Ignite Restaurant Group, Inc.",0.8021,$21.09M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/irg
Nasdaq,INFO,IHS Markit Ltd.,37.5,$9B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
Nasdaq,IIVI,II-VI Incorporated,21.83,$1.37B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
Nasdaq,KANG,"iKang Healthcare Group, Inc.",18.22,$1.25B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
Nasdaq,ILMN,"Illumina, Inc.",167.9,$24.61B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
Nasdaq,IMMR,Immersion Corporation,7.51,$217.1M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
Nasdaq,IMGN,"ImmunoGen, Inc.",2.75,$240.15M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
Nasdaq,IPXL,"Impax Laboratories, Inc.",24.03,$1.77B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
Nasdaq,PI,"Impinj, Inc.",32.67,$581.85M,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
Nasdaq,INCR,"INC Research Holdings, Inc.",44.01,$2.41B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
Nasdaq,INCY,Incyte Corporation,82.02,$15.42B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
Nasdaq,INDB,Independent Bank Corp.,53.32,$1.4B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
Nasdaq,IBCP,Independent Bank Corporation,16.48,$349.76M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
Nasdaq,IBTX,"Independent Bank Group, Inc",44.74,$826.62M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
Nasdaq,INFN,Infinera Corporation,8.85,$1.27B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
Nasdaq,INFI,"Infinity Pharmaceuticals, Inc.",1.56,$77.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
Nasdaq,IPCC,Infinity Property and Casualty Corporation,86,$951.54M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
Nasdaq,IMKTA,"Ingles Markets, Incorporated",38.6,$782.03M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
Nasdaq,INWK,"InnerWorkings, Inc.",9.06,$496.17M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
Nasdaq,IPHS,"Innophos Holdings, Inc.",42.21,$820.15M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
Nasdaq,IOSP,Innospec Inc.,59.96,$1.44B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
Nasdaq,ISSC,"Innovative Solutions and Support, Inc.",2.98,$50.39M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
Nasdaq,INVA,"Innoviva, Inc.",11.09,$1.23B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
Nasdaq,INGN,"Inogen, Inc",58.11,$1.17B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
Nasdaq,INOV,"Inovalon Holdings, Inc.",16.09,$2.45B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
Nasdaq,INO,"Inovio Pharmaceuticals, Inc.",9.08,$667.82M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
Nasdaq,NSIT,"Insight Enterprises, Inc.",31.03,$1.1B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
Nasdaq,INSM,"Insmed, Inc.",13.32,$824.21M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
Nasdaq,IIIN,"Insteel Industries, Inc.",33.81,$639.14M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
Nasdaq,PODD,Insulet Corporation,43.12,$2.47B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
Nasdaq,IART,Integra LifeSciences Holdings Corporation,87.17,$3.26B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
Nasdaq,IDTI,"Integrated Device Technology, Inc.",20.74,$2.79B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
Nasdaq,INTC,Intel Corporation,36.08,$170.69B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
Nasdaq,IQNT,"Inteliquent, Inc.",16.28,$557.32M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
Nasdaq,IPAR,"Inter Parfums, Inc.",34.08,$1.06B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
Nasdaq,IBKR,"Interactive Brokers Group, Inc.",35.33,$14.5B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
Nasdaq,ININ,"Interactive Intelligence Group, Inc.",60.46,$1.34B,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
Nasdaq,ICPT,"Intercept Pharmaceuticals, Inc.",150.74,$3.73B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
Nasdaq,IDCC,"InterDigital, Inc.",71.96,$2.46B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
Nasdaq,TILE,"Interface, Inc.",17.79,$1.15B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
Nasdaq,IMI,"Intermolecular, Inc.",1.1,$54.47M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
Nasdaq,INAP,Internap Corporation,2.39,$135.49M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
Nasdaq,IBOC,International Bancshares Corporation,29.88,$1.97B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
Nasdaq,ISCA,International Speedway Corporation,33.72,$1.55B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
Nasdaq,IGLD,Internet Gold Golden Lines Ltd.,13.84,$265.77M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
Nasdaq,IIJI,"Internet Initiative Japan, Inc.",9.125,$852.48M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
Nasdaq,ISIL,Intersil Corporation,20.2,$2.74B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
Nasdaq,IILG,"Interval Leisure Group, Inc.",17.37,$2.17B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
Nasdaq,IVAC,"Intevac, Inc.",6.06,$126.8M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
Nasdaq,INTL,INTL FCStone Inc.,36.84,$678.37M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
Nasdaq,INTLL,INTL FCStone Inc.,25.8574,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
Nasdaq,ITCI,Intra-Cellular Therapies Inc.,40.43,$1.75B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
Nasdaq,INTU,Intuit Inc.,112.07,$28.68B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
Nasdaq,ISRG,"Intuitive Surgical, Inc.",688.37,$26.5B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
Nasdaq,SNAK,"Inventure Foods, Inc.",9.59,$188.65M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
Nasdaq,ISBC,"Investors Bancorp, Inc.",12.18,$3.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
Nasdaq,ITIC,Investors Title Company,99.8,$189.81M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
Nasdaq,IONS,"Ionis Pharmaceuticals, Inc.",29.46,$3.56B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
Nasdaq,IPAS,iPass Inc.,1.61,$105.64M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
Nasdaq,IPGP,IPG Photonics Corporation,86.91,$4.62B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
Nasdaq,IRDM,Iridium Communications Inc,7.61,$727.73M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
Nasdaq,IRDMB,Iridium Communications Inc,313.8,$156.9M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
Nasdaq,IRBT,iRobot Corporation,39.8,$1.08B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
Nasdaq,IRWD,"Ironwood Pharmaceuticals, Inc.",13.26,$1.93B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
Nasdaq,IRCP,IRSA Propiedades Comerciales S.A.,39.3,$1.24B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
Nasdaq,PMPT,iSectors Post-MPT Growth ETF,24.19,$96.76 ,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
Nasdaq,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.8799,$178.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
Nasdaq,TLT,iShares 20+ Year Treasury Bond ETF,138.63,$7.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
Nasdaq,AIA,iShares Asia 50 ETF,49.07,$353.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
Nasdaq,COMT,iShares Commodities Select Strategy ETF,31.49,$318.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
Nasdaq,IXUS,iShares Core MSCI Total International Stock ETF,52.3,$2.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
Nasdaq,FALN,iShares Fallen Angels USD Bond ETF,26.7148,$10.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
Nasdaq,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.18,$76.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
Nasdaq,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,30.48,$768.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
Nasdaq,IGF,iShares Global Infrastructure ETF,41.35,$1.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
Nasdaq,GNMA,iShares GNMA Bond ETF,50.9,$157.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
Nasdaq,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.92,$10.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
Nasdaq,JKI,iShares Morningstar Mid-Cap ETF,133.7161,$227.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
Nasdaq,ACWX,iShares MSCI ACWI ex US Index Fund,41.67,$1.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
Nasdaq,ACWI,iShares MSCI ACWI Index Fund,59.22,$5.47B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
Nasdaq,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,59.82,$2.81B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
Nasdaq,EWZS,iShares MSCI Brazil Small-Cap ETF,11.78,$51.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
Nasdaq,MCHI,iShares MSCI China ETF,47.92,$2.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
Nasdaq,ESGD,iShares MSCI EAFE ESG Optimized ETF,56.95,$5.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
Nasdaq,SCZ,iShares MSCI EAFE Small-Cap ETF,51.6,$6.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
Nasdaq,ESGE,iShares MSCI EM ESG Optimized ETF,57.31,$5.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
Nasdaq,EEMA,iShares MSCI Emerging Markets Asia Index Fund,56.83,$218.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
Nasdaq,EUFN,iShares MSCI Europe Financials Sector Index Fund,17.79,$350.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
Nasdaq,IEUS,iShares MSCI Europe Small-Cap ETF,45.345,$61.22M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
Nasdaq,MPCT,iShares MSCI Global Impact ETF,50.18,$17.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
Nasdaq,ENZL,iShares MSCI New Zealand Capped ETF,47.57,$173.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
Nasdaq,QAT,iShares MSCI Qatar Capped ETF,19.98,$52.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
Nasdaq,UAE,iShares MSCI UAE Capped ETF,16.9,$40.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
Nasdaq,IBB,iShares Nasdaq Biotechnology Index Fund,280.61,$7.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
Nasdaq,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,109.65,$416.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
Nasdaq,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,31.4576,$47.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
Nasdaq,ICLN,iShares S&P Global Clean Energy Index Fund,9.34,$82.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
Nasdaq,WOOD,iShares S&P Global Timber & Forestry Index Fund,50.68,$194.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
Nasdaq,INDY,iShares S&P India Nifty 50 Index Fund,30.64,$781.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
Nasdaq,ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,82.217,$86.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
Nasdaq,IGOV,iShares S&P/Citigroup International Treasury Bond Fund,99.39,$740.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
Nasdaq,ISLE,"Isle of Capri Casinos, Inc.",17.3,$714.06M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
Nasdaq,ITRI,"Itron, Inc.",53.39,$2.04B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
Nasdaq,ITRN,Ituran Location and Control Ltd.,24.88,$584.07M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
Nasdaq,XXIA,Ixia,11.84,$962.7M,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
Nasdaq,IXYS,IXYS Corporation,11.96,$376.25M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
Nasdaq,JJSF,J & J Snack Foods Corp.,123.77,$2.31B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
Nasdaq,JBHT,"J.B. Hunt Transport Services, Inc.",80.23,$9.04B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
Nasdaq,JCOM,"j2 Global, Inc.",68.98,$3.31B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
Nasdaq,JASO,"JA Solar Holdings, Co., Ltd.",7.51,$357.26M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
Nasdaq,JKHY,"Jack Henry & Associates, Inc.",88.94,$6.98B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
Nasdaq,JACK,Jack In The Box Inc.,101.53,$3.32B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
Nasdaq,JAKK,"JAKKS Pacific, Inc.",9.19,$184.21M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
Nasdaq,JRVR,"James River Group Holdings, Ltd.",37.14,$1.08B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
Nasdaq,JSML,Janus Small Cap Growth Alpha ETF,29.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
Nasdaq,JSMD,Janus Small/Mid Cap Growth Alpha ETF,29.94,$3.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
Nasdaq,JAZZ,Jazz Pharmaceuticals plc,120.84,$7.31B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
Nasdaq,JD,"JD.com, Inc.",25.55,$36.88B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
Nasdaq,JSYNR,Jensyn Acquistion Corp.,0.199,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
Nasdaq,JSYNU,Jensyn Acquistion Corp.,10.19,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
Nasdaq,JSYNW,Jensyn Acquistion Corp.,0.071,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
Nasdaq,JBLU,JetBlue Airways Corporation,15.85,$5.13B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
Nasdaq,JCTCF,Jewett-Cameron Trading Company,12.68,$30.06M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
Nasdaq,JIVE,"Jive Software, Inc.",4.33,$336.48M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
Nasdaq,WYIGU,JM Global Holding Company,9.93,$65.17M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
Nasdaq,WYIGW,JM Global Holding Company,0.17,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
Nasdaq,JBSS,"John B. Sanfilippo & Son, Inc.",53.61,$600.71M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
Nasdaq,JOUT,Johnson Outdoors Inc.,35.12,$352.23M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
Nasdaq,JNP,"Juniper Pharmaceuticals, Inc.",5.56,$60.29M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
Nasdaq,JUNO,"Juno Therapeutics, Inc.",28.44,$3.01B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
Nasdaq,KTWO,"K2M Group Holdings, Inc.",16,$674.32M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
Nasdaq,KALU,Kaiser Aluminum Corporation,85.63,$1.54B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
Nasdaq,KMDA,Kamada Ltd.,4.7999,$174.81M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
Nasdaq,KNDI,"Kandi Technologies Group, Inc.",6.22,$296.63M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
Nasdaq,KPTI,Karyopharm Therapeutics Inc.,10.62,$382.21M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
Nasdaq,KCAP,"KCAP Financial, Inc.",4.45,$165.37M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
Nasdaq,KRNY,Kearny Financial,13.72,$1.23B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
Nasdaq,KELYA,"Kelly Services, Inc.",19.48,$742.07M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
Nasdaq,KELYB,"Kelly Services, Inc.",18.01,$686.07M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
Nasdaq,KFRC,"Kforce, Inc.",19.51,$541.8M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
Nasdaq,KE,"Kimball Electronics, Inc.",12.2,$343.49M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
Nasdaq,KBAL,"Kimball International, Inc.",12.83,$483.96M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
Nasdaq,KNSL,"Kinsale Capital Group, Inc.",20.3908,$427.57M,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
Nasdaq,KIRK,"Kirkland&#39;s, Inc.",12.74,$201.13M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
Nasdaq,KITE,"Kite Pharma, Inc.",58.76,$2.91B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
Nasdaq,KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.7486,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
Nasdaq,KLAC,KLA-Tencor Corporation,70.2,$10.95B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
Nasdaq,KLRE,KLR Energy Acquisition Corp.,10,$102.32M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klre
Nasdaq,KLREU,KLR Energy Acquisition Corp.,10.28,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klreu
Nasdaq,KLREW,KLR Energy Acquisition Corp.,0.3,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klrew
Nasdaq,KLXI,KLX Inc.,37.23,$1.96B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
Nasdaq,KZ,KongZhong Corporation,6.52,$307.11M,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
Nasdaq,KOPN,Kopin Corporation,2.26,$150.9M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
Nasdaq,KRNT,Kornit Digital Ltd.,10.9,$330.23M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
Nasdaq,KWEB,KraneShares CSI China Internet ETF,39.96,$135.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
Nasdaq,KTOS,"Kratos Defense & Security Solutions, Inc.",7.04,$425.47M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
Nasdaq,KLIC,"Kulicke and Soffa Industries, Inc.",12.47,$877.91M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
Nasdaq,KURA,"Kura Oncology, Inc.",5.91,$126.28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
Nasdaq,KVHI,"KVH Industries, Inc.",8.77,$144.79M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
Nasdaq,FSTR,L.B. Foster Company,11.92,$123.77M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
Nasdaq,LBAI,"Lakeland Bancorp, Inc.",13.61,$604.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
Nasdaq,LKFN,Lakeland Financial Corporation,36.03,$1.35B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
Nasdaq,LRCX,Lam Research Corporation,94.36,$15.12B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
Nasdaq,LAMR,Lamar Advertising Company,62.98,$6.14B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
Nasdaq,LANC,Lancaster Colony Corporation,136.45,$3.74B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
Nasdaq,LCA,"Landcadia Holdings, Inc.",9.7,$242.5M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
Nasdaq,LNDC,Landec Corporation,12.97,$353.13M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
Nasdaq,LMRK,Landmark Infrastructure Partners LP,18.18,$277.98M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
Nasdaq,LMRKO,Landmark Infrastructure Partners LP,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmrko
Nasdaq,LMRKP,Landmark Infrastructure Partners LP,26.01,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
Nasdaq,LSTR,"Landstar System, Inc.",69.79,$2.94B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
Nasdaq,LSCC,Lattice Semiconductor Corporation,6.19,$744.99M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
Nasdaq,LAWS,"Lawson Products, Inc.",17.18,$151.12M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
Nasdaq,LAYN,Layne Christensen Company,9.02,$178.62M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
Nasdaq,LBIX,Leading Brands Inc,2.22,$6.35M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
Nasdaq,LGCY,Legacy Reserves LP,1.4,$101.38M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy
Nasdaq,LGCYO,Legacy Reserves LP,4.3389,$30.37M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo
Nasdaq,LGCYP,Legacy Reserves LP,4.4,$8.8M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp
Nasdaq,LTXB,"LegacyTexas Financial Group, Inc.",30.84,$1.47B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb
Nasdaq,DDBI,Legg Mason Developed EX-US Diversified Core ETF,26.0499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
Nasdaq,EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
Nasdaq,LVHD,Legg Mason Low Volatility High Dividend ETF,28.5187,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
Nasdaq,UDBI,Legg Mason US Diversified Core ETF,27.3499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
